Title: Composition: Survivor Passport - PanCareSurPass Project HL7 FHIR Implementation Guide v0.2.0

                                                                                       0                                                                                        1                                                                                        2                                                                                        3                                       4
                           text                           NaN                          0..1                                                                                       string                                                                                                                                                                             Plain text representation of the concept
                         author                           NaN                          0..* Reference(Practitioner | PractitionerRole | Device | Patient | RelatedPerson | Organization)                                                                                                                                                                                 Who and/or what authored the section
                          focus                           NaN                          0..1                                                                          Reference(Resource)                                                                                                                                       Who/what the section is about, when it is not about the subject of composition
                           text                             C                          1..1                                                                                    Narrative                                                                                                                                                                Text summary of the section, for human interpretation
                           mode                           NaN                          0..1                                                                                         code                                                                                                         working | snapshot | changes Binding: ListMode (required): The processing mode that applies to this section.
                      orderedBy                           NaN                          0..1                                                                              CodeableConcept                                                                                                          Order of section entries Binding: ListOrderCodes (preferred): What order applies to the items in the entry.
               Slices for entry                             C                          1..*                                                     Reference(Procedure | DocumentReference)                                                                                                                                             Radiotherapy Slice: Unordered, Open by type:resolve(), profile:resolve()
             entry:radiotherapy                             C                          0..*                                                           Reference(Procedure: Radiotherapy)                                                                                                                                                                       A reference to data that supports this section
                    entry:boost                             C                          0..*                                                     Reference(Procedure: Radiotherapy Boost)                                                                                                                                                                                                   Radiotherapy Boost
                   entry:shield                             C                          0..*                                                 Reference(Procedure: Radiotherapy Shielding)                                                                                                                                                                                               Radiotherapy Shielding
                    emptyReason                             C                          0..1                                                                              CodeableConcept                                                                                                             Why this section is empty Binding: ListEmptyReasons (preferred): If a section is empty, why it is empty.
                        section                             C                          0..*                                                                    See section (Composition)                                                                                                                                                                                                       Nested Section
           section:majorSurgery                             C                          0..1                                                                              BackboneElement                                                                                                                                                                                       History of Surgical procedures
                             id                           NaN                          0..1                                                                                       string                                                                                                                                                                              Unique id for inter-element referencing
                      extension                           NaN                          0..*                                                                                    Extension                                                                                                                                                                        Additional content defined by implementations
              modifierExtension                           ?!Σ                          0..*                                                                                    Extension                                                                                                                                                               Extensions that cannot be ignored even if unrecognized
                          title                           NaN                          1..1                                                                                       string                                                                                                                                                                                     Label for section (e.g. for ToC)
                           code                           NaN                          1..1                                                                              CodeableConcept                                     Classification of section (recommended) Binding: DocumentSectionCodes (example): Classification of a section of a composition/document. Required Pattern: At least the following
                             id                           NaN                          0..1                                                                                       string                                                                                                                                                                              Unique id for inter-element referencing
                      extension                           NaN                          0..*                                                                                    Extension                                                                                                                                                                        Additional content defined by implementations
                         coding                           NaN                          1..*                                                                                       Coding                                                                                                                                                          Code defined by a terminology system Fixed Value: (complex)
                             id                           NaN                          0..1                                                                                       string                                                                                                                                                                              Unique id for inter-element referencing
                      extension                           NaN                          0..*                                                                                    Extension                                                                                                                                                                        Additional content defined by implementations
                         system                           NaN                          1..1                                                                                          uri                                                                                                                                                     Identity of the terminology system Fixed Value: http://loinc.org
                        version                           NaN                          0..1                                                                                       string                                                                                                                                                                                  Version of the system - if relevant
                           code                           NaN                          1..1                                                                                         code                                                                                                                                                           Symbol in syntax defined by the system Fixed Value: 8690-0
                        display                           NaN                          0..1                                                                                       string                                                                                                                                                                                 Representation defined by the system
                   userSelected                           NaN                          0..1                                                                                      boolean                                                                                                                                                                       If this coding was chosen directly by the user
                           text                           NaN                          0..1                                                                                       string                                                                                                                                                                             Plain text representation of the concept
                         author                           NaN                          0..* Reference(Practitioner | PractitionerRole | Device | Patient | RelatedPerson | Organization)                                                                                                                                                                                 Who and/or what authored the section
                          focus                           NaN                          0..1                                                                          Reference(Resource)                                                                                                                                       Who/what the section is about, when it is not about the subject of composition
                           text                             C                          1..1                                                                                    Narrative                                                                                                                                                                Text summary of the section, for human interpretation
                           mode                           NaN                          0..1                                                                                         code                                                                                                         working | snapshot | changes Binding: ListMode (required): The processing mode that applies to this section.
                      orderedBy                           NaN                          0..1                                                                              CodeableConcept                                                                                                          Order of section entries Binding: ListOrderCodes (preferred): What order applies to the items in the entry.
               Slices for entry                             C                          1..*                                                     Reference(Procedure | DocumentReference)                                                                                                                                            Major Surgery Slice: Unordered, Open by type:resolve(), profile:resolve()
                entry:procedure                             C                          0..*                                                                Reference(Procedure: Surgery)                                                                                                                                                                                                   Surgical procedure
                    emptyReason                             C                          0..1                                                                              CodeableConcept                                                                                                             Why this section is empty Binding: ListEmptyReasons (preferred): If a section is empty, why it is empty.
                        section                             C                          0..*                                                                    See section (Composition)                                                                                                                                                                                                       Nested Section
             section:otherInfos                             C                          0..1                                                                              BackboneElement                                                                                                                                                                                            Other Medical Information
                             id                           NaN                          0..1                                                                                       string                                                                                                                                                                              Unique id for inter-element referencing
                      extension                           NaN                          0..*                                                                                    Extension                                                                                                                                                                        Additional content defined by implementations
              modifierExtension                           ?!Σ                          0..*                                                                                    Extension                                                                                                                                                               Extensions that cannot be ignored even if unrecognized
                          title                           NaN                          1..1                                                                                       string                                                                                                                                                                                     Label for section (e.g. for ToC)
                           code                           NaN                          1..1                                                                              CodeableConcept                                     Classification of section (recommended) Binding: DocumentSectionCodes (example): Classification of a section of a composition/document. Required Pattern: At least the following
                             id                           NaN                          0..1                                                                                       string                                                                                                                                                                              Unique id for inter-element referencing
                      extension                           NaN                          0..*                                                                                    Extension                                                                                                                                                                        Additional content defined by implementations
                         coding                           NaN                          1..*                                                                                       Coding                                                                                                                                                          Code defined by a terminology system Fixed Value: (complex)
                             id                           NaN                          0..1                                                                                       string                                                                                                                                                                              Unique id for inter-element referencing
                      extension                           NaN                          0..*                                                                                    Extension                                                                                                                                                                        Additional content defined by implementations
                         system                           NaN                          1..1                                                                                          uri                                                                                                                                                     Identity of the terminology system Fixed Value: http://loinc.org
                        version                           NaN                          0..1                                                                                       string                                                                                                                                                                                  Version of the system - if relevant
                           code                           NaN                          1..1                                                                                         code                                                                                                                                                          Symbol in syntax defined by the system Fixed Value: 55752-0
                        display                           NaN                          0..1                                                                                       string                                                                                                                                                                                 Representation defined by the system
                   userSelected                           NaN                          0..1                                                                                      boolean                                                                                                                                                                       If this coding was chosen directly by the user
                           text                           NaN                          0..1                                                                                       string                                                                                                                                                                             Plain text representation of the concept
                         author                           NaN                          0..* Reference(Practitioner | PractitionerRole | Device | Patient | RelatedPerson | Organization)                                                                                                                                                                                 Who and/or what authored the section
                          focus                           NaN                          0..1                                                                          Reference(Resource)                                                                                                                                       Who/what the section is about, when it is not about the subject of composition
                           text                             C                          1..1                                                                                    Narrative                                                                                                                                                                Text summary of the section, for human interpretation
                           mode                           NaN                          0..1                                                                                         code                                                                                                         working | snapshot | changes Binding: ListMode (required): The processing mode that applies to this section.
                      orderedBy                           NaN                          0..1                                                                              CodeableConcept                                                                                                          Order of section entries Binding: ListOrderCodes (preferred): What order applies to the items in the entry.
               Slices for entry                             C                          0..*                                         Reference(Condition | Procedure | DocumentReference)                                                                                                                                              Other infos Slice: Unordered, Open by type:resolve(), profile:resolve()
        entry:conditionToxicity                             C                          0..*                                                        Reference(Condition: Severe Toxicity)                                                                                                                                                                                           Condition: Severe Toxicity
      entry:conditionOtherInfos                             C                          0..*                                                                 Reference(Condition: Others)                                                                                                                                                                                                     Other Conditions
             entry:procedureCVC                             C                          0..*                                                               Reference(Procedure: Catheter)                                                                                                                                                                                                  Procedure: Catheter
     entry:procedureTransfusion                             C                          0..*                                                Reference(Procedure: Transfusion other infos)                                                                                                                                                                                               Procedure: Transfusion
entry:procedureCryopreservation                             C                          0..*                                                       Reference(Procedure: Cryopreservation)                                                                                                                                                                                          Procedure: Cryopreservation
  entry:procedureOtherTreatment                             C                          0..*                                                       Reference(Procedure: Other Treatments)                                                                                                                                                                                          Procedure: Other Treatments
                    emptyReason                             C                          0..1                                                                              CodeableConcept                                                                                                             Why this section is empty Binding: ListEmptyReasons (preferred): If a section is empty, why it is empty.
                        section                             C                          0..*                                                                    See section (Composition)                                                                                                                                                                                                       Nested Section
      section:medicalSuggestion                             C                          0..1                                                                              BackboneElement                                                                                                                                                                                                  Medical Suggestions
                             id                           NaN                          0..1                                                                                       string                                                                                                                                                                              Unique id for inter-element referencing
                      extension                           NaN                          0..*                                                                                    Extension                                                                                                                                                                        Additional content defined by implementations
              modifierExtension                           ?!Σ                          0..*                                                                                    Extension                                                                                                                                                               Extensions that cannot be ignored even if unrecognized
                          title                           NaN                          1..1                                                                                       string                                                                                                                                                                                     Label for section (e.g. for ToC)
                           code                           NaN                          1..1                                                                              CodeableConcept                                     Classification of section (recommended) Binding: DocumentSectionCodes (example): Classification of a section of a composition/document. Required Pattern: At least the following
                             id                           NaN                          0..1                                                                                       string                                                                                                                                                                              Unique id for inter-element referencing
                      extension                           NaN                          0..*                                                                                    Extension                                                                                                                                                                        Additional content defined by implementations
                         coding                           NaN                          1..*                                                                                       Coding                                                                                                                                                          Code defined by a terminology system Fixed Value: (complex)
                             id                           NaN                          0..1                                                                                       string                                                                                                                                                                              Unique id for inter-element referencing
                      extension                           NaN                          0..*                                                                                    Extension                                                                                                                                                                        Additional content defined by implementations
                         system                           NaN                          1..1                                                                                          uri                                                                                                             Identity of the terminology system Fixed Value: http://hl7.eu/fhir/ig/pcsp/CodeSystem/cs-generic-eu-pcsp
                        version                           NaN                          0..1                                                                                       string                                                                                                                                                                                  Version of the system - if relevant
                           code                           NaN                          1..1                                                                                         code                                                                                                                                               Symbol in syntax defined by the system Fixed Value: section-suggestion
                        display                           NaN                          0..1                                                                                       string                                                                                                                                                                                 Representation defined by the system
                   userSelected                           NaN                          0..1                                                                                      boolean                                                                                                                                                                       If this coding was chosen directly by the user
                           text                           NaN                          0..1                                                                                       string                                                                                                                                                                             Plain text representation of the concept
                         author                           NaN                          0..* Reference(Practitioner | PractitionerRole | Device | Patient | RelatedPerson | Organization)                                                                                                                                                                                 Who and/or what authored the section
                          focus                           NaN                          0..1                                                                          Reference(Resource)                                                                                                                                       Who/what the section is about, when it is not about the subject of composition
                           text                             C                          1..1                                                                                    Narrative                                                                                                                                                                Text summary of the section, for human interpretation
                           mode                           NaN                          0..1                                                                                         code                                                                                                         working | snapshot | changes Binding: ListMode (required): The processing mode that applies to this section.
                      orderedBy                           NaN                          0..1                                                                              CodeableConcept                                                                                                          Order of section entries Binding: ListOrderCodes (preferred): What order applies to the items in the entry.
                          entry                             C                          0..*                                                                          Reference(Resource)                                                                                                                                                                       A reference to data that supports this section
                    emptyReason                             C                          0..1                                                                              CodeableConcept                                                                                                             Why this section is empty Binding: ListEmptyReasons (preferred): If a section is empty, why it is empty.
                        section                             C                          0..*                                                                    See section (Composition)                                                                                                                                                                                                       Nested Section
        section:otherConditions                             C                          0..1                                                                              BackboneElement                                                                                                                                                                                              Other Health Conditions
                             id                           NaN                          0..1                                                                                       string                                                                                                                                                                              Unique id for inter-element referencing
                      extension                           NaN                          0..*                                                                                    Extension                                                                                                                                                                        Additional content defined by implementations
              modifierExtension                           ?!Σ                          0..*                                                                                    Extension                                                                                                                                                               Extensions that cannot be ignored even if unrecognized
                          title                           NaN                          1..1                                                                                       string                                                                                                                                                                                     Label for section (e.g. for ToC)
                           code                           NaN                          1..1                                                                              CodeableConcept                                     Classification of section (recommended) Binding: DocumentSectionCodes (example): Classification of a section of a composition/document. Required Pattern: At least the following
                             id                           NaN                          0..1                                                                                       string                                                                                                                                                                              Unique id for inter-element referencing
                      extension                           NaN                          0..*                                                                                    Extension                                                                                                                                                                        Additional content defined by implementations
                         coding                           NaN                          1..*                                                                                       Coding                                                                                                                                                          Code defined by a terminology system Fixed Value: (complex)
                             id                           NaN                          0..1                                                                                       string                                                                                                                                                                              Unique id for inter-element referencing
                      extension                           NaN                          0..*                                                                                    Extension                                                                                                                                                                        Additional content defined by implementations
                         system                           NaN                          1..1                                                                                          uri                                                                                                             Identity of the terminology system Fixed Value: http://hl7.eu/fhir/ig/pcsp/CodeSystem/cs-generic-eu-pcsp
                        version                           NaN                          0..1                                                                                       string                                                                                                                                                                                  Version of the system - if relevant
                           code                           NaN                          1..1                                                                                         code                                                                                                                                          Symbol in syntax defined by the system Fixed Value: section-otherConditions
                        display                           NaN                          0..1                                                                                       string                                                                                                                                                                                 Representation defined by the system
                   userSelected                           NaN                          0..1                                                                                      boolean                                                                                                                                                                       If this coding was chosen directly by the user
                           text                           NaN                          0..1                                                                                       string                                                                                                                                                                             Plain text representation of the concept
                         author                           NaN                          0..* Reference(Practitioner | PractitionerRole | Device | Patient | RelatedPerson | Organization)                                                                                                                                                                                 Who and/or what authored the section
                          focus                           NaN                          0..1                                                                          Reference(Resource)                                                                                                                                       Who/what the section is about, when it is not about the subject of composition
                           text                             C                          1..1                                                                                    Narrative                                                                                                                                                                Text summary of the section, for human interpretation
